question_id,subject_id,difficulty,question,option1,option2,option3,option4,correct_option,explanation,topic,marks
OS_097,4,Intermediate,[Intermediate Q-097] What is saved in the Process Control Block (PCB) during a context switch?,Raw source code files,Browser session variables,CPU Registers and Program Counter,Hard drive cylinder maps,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_098,4,Intermediate,[Intermediate Q-098] What is the core objective of running the Banker's Algorithm in an OS layout?,To kill active deadlocked processes.,To speed up background CPU operations.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,option3,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_099,4,Intermediate,[Intermediate Q-099] What occurs during system thrashing?,Memory allocations turn completely read-only.,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,The OS spends more time swapping pages than executing actual instructions.,option4,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_100,4,Intermediate,"[Intermediate Q-100] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",FAT Entry,Directory Record,Master Boot Record,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_101,4,Intermediate,[Intermediate Q-101] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Running to Waiting,Running to Ready,Ready to Terminated,option3,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_102,4,Intermediate,[Intermediate Q-102] What is saved in the Process Control Block (PCB) during a context switch?,Hard drive cylinder maps,Browser session variables,Raw source code files,CPU Registers and Program Counter,option4,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_103,4,Intermediate,[Intermediate Q-103] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To prevent deadlocks by ensuring a safe state flow.,To kill active deadlocked processes.,To structure virtual memory pages.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_104,4,Intermediate,[Intermediate Q-104] What occurs during system thrashing?,The cache hit ratio reaches 100%.,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,Memory allocations turn completely read-only.,option2,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_105,4,Intermediate,"[Intermediate Q-105] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Master Boot Record,Directory Record,FAT Entry,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_106,4,Intermediate,[Intermediate Q-106] Which state transition occurs when a running process is preempted by the scheduler?,Ready to Terminated,Waiting to Ready,Running to Ready,Running to Waiting,option3,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_107,4,Intermediate,[Intermediate Q-107] What is saved in the Process Control Block (PCB) during a context switch?,CPU Registers and Program Counter,Browser session variables,Hard drive cylinder maps,Raw source code files,option1,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_108,4,Intermediate,[Intermediate Q-108] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,To kill active deadlocked processes.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_109,4,Intermediate,[Intermediate Q-109] What occurs during system thrashing?,Memory allocations turn completely read-only.,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,The OS spends more time swapping pages than executing actual instructions.,option4,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_110,4,Intermediate,"[Intermediate Q-110] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",FAT Entry,Master Boot Record,Directory Record,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_111,4,Intermediate,[Intermediate Q-111] Which state transition occurs when a running process is preempted by the scheduler?,Ready to Terminated,Waiting to Ready,Running to Waiting,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_112,4,Intermediate,[Intermediate Q-112] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,CPU Registers and Program Counter,Hard drive cylinder maps,Raw source code files,option2,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_113,4,Intermediate,[Intermediate Q-113] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To structure virtual memory pages.,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,option4,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_114,4,Intermediate,[Intermediate Q-114] What occurs during system thrashing?,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,option4,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_115,4,Intermediate,"[Intermediate Q-115] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Inode,FAT Entry,Master Boot Record,Directory Record,option1,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_116,4,Intermediate,[Intermediate Q-116] Which state transition occurs when a running process is preempted by the scheduler?,Running to Waiting,Running to Ready,Waiting to Ready,Ready to Terminated,option2,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_117,4,Intermediate,[Intermediate Q-117] What is saved in the Process Control Block (PCB) during a context switch?,Hard drive cylinder maps,Raw source code files,CPU Registers and Program Counter,Browser session variables,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_118,4,Intermediate,[Intermediate Q-118] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,To kill active deadlocked processes.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_119,4,Intermediate,[Intermediate Q-119] What occurs during system thrashing?,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,option2,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_120,4,Intermediate,"[Intermediate Q-120] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",FAT Entry,Inode,Master Boot Record,Directory Record,option2,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_121,4,Intermediate,[Intermediate Q-121] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Running to Waiting,Running to Ready,Ready to Terminated,option3,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_122,4,Intermediate,[Intermediate Q-122] What is saved in the Process Control Block (PCB) during a context switch?,CPU Registers and Program Counter,Browser session variables,Hard drive cylinder maps,Raw source code files,option1,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_123,4,Intermediate,[Intermediate Q-123] What is the core objective of running the Banker's Algorithm in an OS layout?,To structure virtual memory pages.,To prevent deadlocks by ensuring a safe state flow.,To speed up background CPU operations.,To kill active deadlocked processes.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_124,4,Intermediate,[Intermediate Q-124] What occurs during system thrashing?,The CPU hardware architecture fails.,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The cache hit ratio reaches 100%.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_125,4,Intermediate,"[Intermediate Q-125] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,FAT Entry,Inode,Master Boot Record,option3,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_126,4,Intermediate,[Intermediate Q-126] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Ready to Terminated,Running to Waiting,Waiting to Ready,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_127,4,Intermediate,[Intermediate Q-127] What is saved in the Process Control Block (PCB) during a context switch?,Hard drive cylinder maps,CPU Registers and Program Counter,Browser session variables,Raw source code files,option2,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_128,4,Intermediate,[Intermediate Q-128] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To structure virtual memory pages.,To prevent deadlocks by ensuring a safe state flow.,To kill active deadlocked processes.,option3,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_129,4,Intermediate,[Intermediate Q-129] What occurs during system thrashing?,The cache hit ratio reaches 100%.,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_130,4,Intermediate,"[Intermediate Q-130] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,Master Boot Record,Inode,FAT Entry,option3,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_131,4,Intermediate,[Intermediate Q-131] Which state transition occurs when a running process is preempted by the scheduler?,Ready to Terminated,Waiting to Ready,Running to Waiting,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_132,4,Intermediate,[Intermediate Q-132] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,CPU Registers and Program Counter,Hard drive cylinder maps,Raw source code files,option2,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_133,4,Intermediate,[Intermediate Q-133] What is the core objective of running the Banker's Algorithm in an OS layout?,To prevent deadlocks by ensuring a safe state flow.,To kill active deadlocked processes.,To speed up background CPU operations.,To structure virtual memory pages.,option1,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_134,4,Intermediate,[Intermediate Q-134] What occurs during system thrashing?,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_135,4,Intermediate,"[Intermediate Q-135] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,Master Boot Record,FAT Entry,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_136,4,Intermediate,[Intermediate Q-136] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Ready to Terminated,Running to Waiting,Waiting to Ready,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_137,4,Intermediate,[Intermediate Q-137] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,Raw source code files,CPU Registers and Program Counter,Hard drive cylinder maps,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_138,4,Intermediate,[Intermediate Q-138] What is the core objective of running the Banker's Algorithm in an OS layout?,To prevent deadlocks by ensuring a safe state flow.,To kill active deadlocked processes.,To speed up background CPU operations.,To structure virtual memory pages.,option1,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_139,4,Intermediate,[Intermediate Q-139] What occurs during system thrashing?,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,option1,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_140,4,Intermediate,"[Intermediate Q-140] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Master Boot Record,Inode,FAT Entry,Directory Record,option2,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_141,4,Intermediate,[Intermediate Q-141] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Running to Waiting,Ready to Terminated,Waiting to Ready,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_142,4,Intermediate,[Intermediate Q-142] What is saved in the Process Control Block (PCB) during a context switch?,CPU Registers and Program Counter,Raw source code files,Browser session variables,Hard drive cylinder maps,option1,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_143,4,Intermediate,[Intermediate Q-143] What is the core objective of running the Banker's Algorithm in an OS layout?,To structure virtual memory pages.,To speed up background CPU operations.,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,option4,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_144,4,Intermediate,[Intermediate Q-144] What occurs during system thrashing?,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,option1,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_145,4,Intermediate,"[Intermediate Q-145] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",FAT Entry,Master Boot Record,Directory Record,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_146,4,Intermediate,[Intermediate Q-146] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Running to Waiting,Ready to Terminated,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_147,4,Intermediate,[Intermediate Q-147] What is saved in the Process Control Block (PCB) during a context switch?,CPU Registers and Program Counter,Raw source code files,Browser session variables,Hard drive cylinder maps,option1,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_148,4,Intermediate,[Intermediate Q-148] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,option3,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_149,4,Intermediate,[Intermediate Q-149] What occurs during system thrashing?,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,Memory allocations turn completely read-only.,The cache hit ratio reaches 100%.,option1,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_150,4,Intermediate,"[Intermediate Q-150] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,Master Boot Record,Inode,FAT Entry,option3,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_151,4,Advanced,[Advanced Q-151] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Ready to Terminated,Running to Waiting,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_152,4,Advanced,[Advanced Q-152] What is saved in the Process Control Block (PCB) during a context switch?,Raw source code files,Hard drive cylinder maps,CPU Registers and Program Counter,Browser session variables,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_153,4,Advanced,[Advanced Q-153] What is the core objective of running the Banker's Algorithm in an OS layout?,To kill active deadlocked processes.,To speed up background CPU operations.,To structure virtual memory pages.,To prevent deadlocks by ensuring a safe state flow.,option4,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_154,4,Advanced,[Advanced Q-154] What occurs during system thrashing?,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,option2,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_155,4,Advanced,"[Advanced Q-155] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Inode,FAT Entry,Master Boot Record,Directory Record,option1,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_156,4,Advanced,[Advanced Q-156] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Waiting to Ready,Ready to Terminated,Running to Waiting,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_157,4,Advanced,[Advanced Q-157] What is saved in the Process Control Block (PCB) during a context switch?,Raw source code files,Hard drive cylinder maps,Browser session variables,CPU Registers and Program Counter,option4,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_158,4,Advanced,[Advanced Q-158] What is the core objective of running the Banker's Algorithm in an OS layout?,To structure virtual memory pages.,To prevent deadlocks by ensuring a safe state flow.,To kill active deadlocked processes.,To speed up background CPU operations.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_159,4,Advanced,[Advanced Q-159] What occurs during system thrashing?,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,Memory allocations turn completely read-only.,The cache hit ratio reaches 100%.,option1,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_160,4,Advanced,"[Advanced Q-160] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Inode,Directory Record,FAT Entry,Master Boot Record,option1,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_161,4,Advanced,[Advanced Q-161] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Ready to Terminated,Waiting to Ready,Running to Waiting,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_162,4,Advanced,[Advanced Q-162] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,CPU Registers and Program Counter,Raw source code files,Hard drive cylinder maps,option2,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_163,4,Advanced,[Advanced Q-163] What is the core objective of running the Banker's Algorithm in an OS layout?,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,To speed up background CPU operations.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_164,4,Advanced,[Advanced Q-164] What occurs during system thrashing?,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,option2,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_165,4,Advanced,"[Advanced Q-165] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,FAT Entry,Master Boot Record,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_166,4,Advanced,[Advanced Q-166] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Ready to Terminated,Running to Waiting,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_167,4,Advanced,[Advanced Q-167] What is saved in the Process Control Block (PCB) during a context switch?,CPU Registers and Program Counter,Raw source code files,Hard drive cylinder maps,Browser session variables,option1,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_168,4,Advanced,[Advanced Q-168] What is the core objective of running the Banker's Algorithm in an OS layout?,To speed up background CPU operations.,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,option3,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_169,4,Advanced,[Advanced Q-169] What occurs during system thrashing?,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_170,4,Advanced,"[Advanced Q-170] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",FAT Entry,Master Boot Record,Directory Record,Inode,option4,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_171,4,Advanced,[Advanced Q-171] Which state transition occurs when a running process is preempted by the scheduler?,Running to Waiting,Ready to Terminated,Waiting to Ready,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_172,4,Advanced,[Advanced Q-172] What is saved in the Process Control Block (PCB) during a context switch?,Hard drive cylinder maps,Browser session variables,Raw source code files,CPU Registers and Program Counter,option4,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_173,4,Advanced,[Advanced Q-173] What is the core objective of running the Banker's Algorithm in an OS layout?,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,To structure virtual memory pages.,To speed up background CPU operations.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_174,4,Advanced,[Advanced Q-174] What occurs during system thrashing?,Memory allocations turn completely read-only.,The OS spends more time swapping pages than executing actual instructions.,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,option2,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_175,4,Advanced,"[Advanced Q-175] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Inode,FAT Entry,Directory Record,Master Boot Record,option1,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_176,4,Advanced,[Advanced Q-176] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Ready to Terminated,Running to Ready,Running to Waiting,option3,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_177,4,Advanced,[Advanced Q-177] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,Raw source code files,CPU Registers and Program Counter,Hard drive cylinder maps,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_178,4,Advanced,[Advanced Q-178] What is the core objective of running the Banker's Algorithm in an OS layout?,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,To speed up background CPU operations.,To structure virtual memory pages.,option2,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_179,4,Advanced,[Advanced Q-179] What occurs during system thrashing?,Memory allocations turn completely read-only.,The cache hit ratio reaches 100%.,The OS spends more time swapping pages than executing actual instructions.,The CPU hardware architecture fails.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_180,4,Advanced,"[Advanced Q-180] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,FAT Entry,Inode,Master Boot Record,option3,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_181,4,Advanced,[Advanced Q-181] Which state transition occurs when a running process is preempted by the scheduler?,Ready to Terminated,Waiting to Ready,Running to Ready,Running to Waiting,option3,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_182,4,Advanced,[Advanced Q-182] What is saved in the Process Control Block (PCB) during a context switch?,Browser session variables,Raw source code files,Hard drive cylinder maps,CPU Registers and Program Counter,option4,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_183,4,Advanced,[Advanced Q-183] What is the core objective of running the Banker's Algorithm in an OS layout?,To prevent deadlocks by ensuring a safe state flow.,To speed up background CPU operations.,To structure virtual memory pages.,To kill active deadlocked processes.,option1,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_184,4,Advanced,[Advanced Q-184] What occurs during system thrashing?,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,The CPU hardware architecture fails.,The cache hit ratio reaches 100%.,option1,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_185,4,Advanced,"[Advanced Q-185] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,Master Boot Record,Inode,FAT Entry,option3,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_186,4,Advanced,[Advanced Q-186] Which state transition occurs when a running process is preempted by the scheduler?,Waiting to Ready,Running to Waiting,Ready to Terminated,Running to Ready,option4,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
OS_187,4,Advanced,[Advanced Q-187] What is saved in the Process Control Block (PCB) during a context switch?,Hard drive cylinder maps,Browser session variables,CPU Registers and Program Counter,Raw source code files,option3,Verified evaluation concept for Process Management - PCB Storage confirming 'CPU Registers and Program Counter' as correct.,Process Management,1
OS_188,4,Advanced,[Advanced Q-188] What is the core objective of running the Banker's Algorithm in an OS layout?,To structure virtual memory pages.,To speed up background CPU operations.,To kill active deadlocked processes.,To prevent deadlocks by ensuring a safe state flow.,option4,Verified evaluation concept for Deadlocks - Prevention confirming 'To prevent deadlocks by ensuring a safe state flow.' as correct.,Deadlocks,1
OS_189,4,Advanced,[Advanced Q-189] What occurs during system thrashing?,The cache hit ratio reaches 100%.,The CPU hardware architecture fails.,The OS spends more time swapping pages than executing actual instructions.,Memory allocations turn completely read-only.,option3,Verified evaluation concept for Memory Management - Thrashing confirming 'The OS spends more time swapping pages than executing actual instructions.' as correct.,Memory Management,1
OS_190,4,Advanced,"[Advanced Q-190] Which metadata file item holds access rights, sizes, and block pointers but omits the filename?",Directory Record,Inode,Master Boot Record,FAT Entry,option2,Verified evaluation concept for File Systems - Inodes confirming 'Inode' as correct.,File Systems,1
OS_191,4,Advanced,[Advanced Q-191] Which state transition occurs when a running process is preempted by the scheduler?,Running to Ready,Ready to Terminated,Waiting to Ready,Running to Waiting,option1,Verified evaluation concept for Process Management - Preemption confirming 'Running to Ready' as correct.,Process Management,1
