question_id,subject_id,difficulty,question,option1,option2,option3,option4,correct_option,explanation,topic,marks
DSA_105,2,Intermediate,[Intermediate Q-105] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Queue,Priority Queue,Stack,option2,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_106,2,Intermediate,[Intermediate Q-106] What is the worst-case time complexity of linear search on an array of size n?,O(n),O(log n),O(n log n),O(1),option1,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_107,2,Intermediate,[Intermediate Q-107] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,O(1) continuous random access indexing.,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,option4,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_108,2,Intermediate,[Intermediate Q-108] Which principal pattern does a standard stack structure strictly observe?,Random Access,"FIFO (First-In, First-Out)","LIFO (Last-In, First-Out)",Priority-based processing,option3,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_109,2,Intermediate,[Intermediate Q-109] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(log n),O(1),O(n),O(n log n),option1,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_110,2,Intermediate,[Intermediate Q-110] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Stack,Priority Queue,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_111,2,Intermediate,[Intermediate Q-111] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(log n),O(n log n),O(n),option4,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_112,2,Intermediate,[Intermediate Q-112] What is the key structural benefit of a Linked List over a static array?,Dynamic size allocation and efficient insertions.,Lower memory overhead per element.,Automatic sorting during insertion.,O(1) continuous random access indexing.,option1,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_113,2,Intermediate,[Intermediate Q-113] Which principal pattern does a standard stack structure strictly observe?,"LIFO (Last-In, First-Out)",Priority-based processing,Random Access,"FIFO (First-In, First-Out)",option1,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_114,2,Intermediate,[Intermediate Q-114] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n),O(1),O(log n),O(n log n),option3,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_115,2,Intermediate,[Intermediate Q-115] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Priority Queue,Stack,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_116,2,Intermediate,[Intermediate Q-116] What is the worst-case time complexity of linear search on an array of size n?,O(n log n),O(log n),O(1),O(n),option4,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_117,2,Intermediate,[Intermediate Q-117] What is the key structural benefit of a Linked List over a static array?,O(1) continuous random access indexing.,Dynamic size allocation and efficient insertions.,Lower memory overhead per element.,Automatic sorting during insertion.,option2,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_118,2,Intermediate,[Intermediate Q-118] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"LIFO (Last-In, First-Out)",Random Access,"FIFO (First-In, First-Out)",option2,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_119,2,Intermediate,[Intermediate Q-119] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(1),O(log n),O(n log n),O(n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_120,2,Intermediate,[Intermediate Q-120] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Priority Queue,Stack,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_121,2,Intermediate,[Intermediate Q-121] What is the worst-case time complexity of linear search on an array of size n?,O(log n),O(n log n),O(n),O(1),option3,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_122,2,Intermediate,[Intermediate Q-122] What is the key structural benefit of a Linked List over a static array?,O(1) continuous random access indexing.,Dynamic size allocation and efficient insertions.,Automatic sorting during insertion.,Lower memory overhead per element.,option2,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_123,2,Intermediate,[Intermediate Q-123] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"LIFO (Last-In, First-Out)",Random Access,"FIFO (First-In, First-Out)",option2,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_124,2,Intermediate,[Intermediate Q-124] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n),O(1),O(n log n),O(log n),option4,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_125,2,Intermediate,[Intermediate Q-125] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Stack,Priority Queue,Min-Heap,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_126,2,Intermediate,[Intermediate Q-126] What is the worst-case time complexity of linear search on an array of size n?,O(n),O(n log n),O(log n),O(1),option1,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_127,2,Intermediate,[Intermediate Q-127] What is the key structural benefit of a Linked List over a static array?,Dynamic size allocation and efficient insertions.,Automatic sorting during insertion.,Lower memory overhead per element.,O(1) continuous random access indexing.,option1,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_128,2,Intermediate,[Intermediate Q-128] Which principal pattern does a standard stack structure strictly observe?,Random Access,"LIFO (Last-In, First-Out)","FIFO (First-In, First-Out)",Priority-based processing,option2,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_129,2,Intermediate,[Intermediate Q-129] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(1),O(log n),O(n),O(n log n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_130,2,Intermediate,[Intermediate Q-130] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Stack,Queue,Priority Queue,Min-Heap,option2,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_131,2,Intermediate,[Intermediate Q-131] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(n),O(log n),O(n log n),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_132,2,Intermediate,[Intermediate Q-132] What is the key structural benefit of a Linked List over a static array?,O(1) continuous random access indexing.,Lower memory overhead per element.,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,option4,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_133,2,Intermediate,[Intermediate Q-133] Which principal pattern does a standard stack structure strictly observe?,"FIFO (First-In, First-Out)",Priority-based processing,Random Access,"LIFO (Last-In, First-Out)",option4,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_134,2,Intermediate,[Intermediate Q-134] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(1),O(n),O(n log n),O(log n),option4,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_135,2,Intermediate,[Intermediate Q-135] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Stack,Priority Queue,Min-Heap,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_136,2,Intermediate,[Intermediate Q-136] What is the worst-case time complexity of linear search on an array of size n?,O(log n),O(n),O(n log n),O(1),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_137,2,Intermediate,[Intermediate Q-137] What is the key structural benefit of a Linked List over a static array?,Automatic sorting during insertion.,Lower memory overhead per element.,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,option3,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_138,2,Intermediate,[Intermediate Q-138] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"LIFO (Last-In, First-Out)","FIFO (First-In, First-Out)",Random Access,option2,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_139,2,Intermediate,[Intermediate Q-139] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(1),O(log n),O(n log n),O(n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_140,2,Intermediate,[Intermediate Q-140] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Priority Queue,Queue,Min-Heap,Stack,option2,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_141,2,Intermediate,[Intermediate Q-141] What is the worst-case time complexity of linear search on an array of size n?,O(n log n),O(n),O(1),O(log n),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_142,2,Intermediate,[Intermediate Q-142] What is the key structural benefit of a Linked List over a static array?,Automatic sorting during insertion.,O(1) continuous random access indexing.,Dynamic size allocation and efficient insertions.,Lower memory overhead per element.,option3,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_143,2,Intermediate,[Intermediate Q-143] Which principal pattern does a standard stack structure strictly observe?,"LIFO (Last-In, First-Out)","FIFO (First-In, First-Out)",Random Access,Priority-based processing,option1,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_144,2,Intermediate,[Intermediate Q-144] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(log n),O(n),O(n log n),O(1),option1,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_145,2,Intermediate,[Intermediate Q-145] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Queue,Priority Queue,Stack,Min-Heap,option1,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_146,2,Intermediate,[Intermediate Q-146] What is the worst-case time complexity of linear search on an array of size n?,O(n),O(n log n),O(1),O(log n),option1,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_147,2,Intermediate,[Intermediate Q-147] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,O(1) continuous random access indexing.,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,option4,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_148,2,Intermediate,[Intermediate Q-148] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,Random Access,"FIFO (First-In, First-Out)","LIFO (Last-In, First-Out)",option4,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_149,2,Intermediate,[Intermediate Q-149] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(log n),O(n),O(n log n),O(1),option1,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_150,2,Intermediate,[Intermediate Q-150] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Priority Queue,Stack,Min-Heap,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_151,2,Advanced,[Advanced Q-151] What is the worst-case time complexity of linear search on an array of size n?,O(log n),O(n),O(n log n),O(1),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_152,2,Advanced,[Advanced Q-152] What is the key structural benefit of a Linked List over a static array?,Dynamic size allocation and efficient insertions.,Lower memory overhead per element.,Automatic sorting during insertion.,O(1) continuous random access indexing.,option1,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_153,2,Advanced,[Advanced Q-153] Which principal pattern does a standard stack structure strictly observe?,"FIFO (First-In, First-Out)",Priority-based processing,"LIFO (Last-In, First-Out)",Random Access,option3,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_154,2,Advanced,[Advanced Q-154] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n log n),O(1),O(n),O(log n),option4,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_155,2,Advanced,[Advanced Q-155] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Queue,Stack,Priority Queue,option2,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_156,2,Advanced,[Advanced Q-156] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(n log n),O(n),O(log n),option3,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_157,2,Advanced,[Advanced Q-157] What is the key structural benefit of a Linked List over a static array?,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,Lower memory overhead per element.,Automatic sorting during insertion.,option1,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_158,2,Advanced,[Advanced Q-158] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"FIFO (First-In, First-Out)","LIFO (Last-In, First-Out)",Random Access,option3,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_159,2,Advanced,[Advanced Q-159] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(1),O(n),O(log n),O(n log n),option3,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_160,2,Advanced,[Advanced Q-160] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Stack,Priority Queue,Queue,Min-Heap,option3,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_161,2,Advanced,[Advanced Q-161] What is the worst-case time complexity of linear search on an array of size n?,O(n log n),O(n),O(log n),O(1),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_162,2,Advanced,[Advanced Q-162] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,Dynamic size allocation and efficient insertions.,Automatic sorting during insertion.,O(1) continuous random access indexing.,option2,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_163,2,Advanced,[Advanced Q-163] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"FIFO (First-In, First-Out)","LIFO (Last-In, First-Out)",Random Access,option3,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_164,2,Advanced,[Advanced Q-164] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(log n),O(1),O(n log n),O(n),option1,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_165,2,Advanced,[Advanced Q-165] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Stack,Priority Queue,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_166,2,Advanced,[Advanced Q-166] What is the worst-case time complexity of linear search on an array of size n?,O(n),O(1),O(log n),O(n log n),option1,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_167,2,Advanced,[Advanced Q-167] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,option3,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_168,2,Advanced,[Advanced Q-168] Which principal pattern does a standard stack structure strictly observe?,"LIFO (Last-In, First-Out)",Priority-based processing,Random Access,"FIFO (First-In, First-Out)",option1,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_169,2,Advanced,[Advanced Q-169] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n log n),O(1),O(n),O(log n),option4,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_170,2,Advanced,[Advanced Q-170] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Queue,Priority Queue,Min-Heap,Stack,option1,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_171,2,Advanced,[Advanced Q-171] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(log n),O(n log n),O(n),option4,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_172,2,Advanced,[Advanced Q-172] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,O(1) continuous random access indexing.,Dynamic size allocation and efficient insertions.,Automatic sorting during insertion.,option3,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_173,2,Advanced,[Advanced Q-173] Which principal pattern does a standard stack structure strictly observe?,"FIFO (First-In, First-Out)",Random Access,Priority-based processing,"LIFO (Last-In, First-Out)",option4,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_174,2,Advanced,[Advanced Q-174] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n log n),O(log n),O(1),O(n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_175,2,Advanced,[Advanced Q-175] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Priority Queue,Stack,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_176,2,Advanced,[Advanced Q-176] What is the worst-case time complexity of linear search on an array of size n?,O(n log n),O(log n),O(n),O(1),option3,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_177,2,Advanced,[Advanced Q-177] What is the key structural benefit of a Linked List over a static array?,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,Lower memory overhead per element.,Automatic sorting during insertion.,option1,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_178,2,Advanced,[Advanced Q-178] Which principal pattern does a standard stack structure strictly observe?,Random Access,"FIFO (First-In, First-Out)",Priority-based processing,"LIFO (Last-In, First-Out)",option4,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_179,2,Advanced,[Advanced Q-179] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n log n),O(n),O(log n),O(1),option3,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_180,2,Advanced,[Advanced Q-180] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Priority Queue,Stack,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_181,2,Advanced,[Advanced Q-181] What is the worst-case time complexity of linear search on an array of size n?,O(log n),O(n),O(1),O(n log n),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_182,2,Advanced,[Advanced Q-182] What is the key structural benefit of a Linked List over a static array?,Automatic sorting during insertion.,Lower memory overhead per element.,O(1) continuous random access indexing.,Dynamic size allocation and efficient insertions.,option4,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_183,2,Advanced,[Advanced Q-183] Which principal pattern does a standard stack structure strictly observe?,"LIFO (Last-In, First-Out)","FIFO (First-In, First-Out)",Priority-based processing,Random Access,option1,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_184,2,Advanced,[Advanced Q-184] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(log n),O(n log n),O(1),O(n),option1,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_185,2,Advanced,[Advanced Q-185] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Stack,Queue,Priority Queue,option3,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_186,2,Advanced,[Advanced Q-186] What is the worst-case time complexity of linear search on an array of size n?,O(n log n),O(1),O(log n),O(n),option4,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_187,2,Advanced,[Advanced Q-187] What is the key structural benefit of a Linked List over a static array?,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,Lower memory overhead per element.,option2,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_188,2,Advanced,[Advanced Q-188] Which principal pattern does a standard stack structure strictly observe?,Random Access,Priority-based processing,"FIFO (First-In, First-Out)","LIFO (Last-In, First-Out)",option4,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_189,2,Advanced,[Advanced Q-189] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n),O(1),O(n log n),O(log n),option4,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_190,2,Advanced,[Advanced Q-190] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Queue,Min-Heap,Stack,Priority Queue,option1,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_191,2,Advanced,[Advanced Q-191] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(log n),O(n),O(n log n),option3,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_192,2,Advanced,[Advanced Q-192] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,Dynamic size allocation and efficient insertions.,Automatic sorting during insertion.,O(1) continuous random access indexing.,option2,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_193,2,Advanced,[Advanced Q-193] Which principal pattern does a standard stack structure strictly observe?,"FIFO (First-In, First-Out)",Priority-based processing,"LIFO (Last-In, First-Out)",Random Access,option3,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_194,2,Advanced,[Advanced Q-194] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n),O(log n),O(1),O(n log n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_195,2,Advanced,[Advanced Q-195] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Min-Heap,Priority Queue,Stack,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
DSA_196,2,Advanced,[Advanced Q-196] What is the worst-case time complexity of linear search on an array of size n?,O(1),O(n),O(log n),O(n log n),option2,Verified evaluation concept for Arrays - Time Complexity confirming 'O(n)' as correct.,Arrays,1
DSA_197,2,Advanced,[Advanced Q-197] What is the key structural benefit of a Linked List over a static array?,Lower memory overhead per element.,Automatic sorting during insertion.,Dynamic size allocation and efficient insertions.,O(1) continuous random access indexing.,option3,Verified evaluation concept for Linked Lists - Dynamic Size confirming 'Dynamic size allocation and efficient insertions.' as correct.,Linked Lists,1
DSA_198,2,Advanced,[Advanced Q-198] Which principal pattern does a standard stack structure strictly observe?,Priority-based processing,"LIFO (Last-In, First-Out)",Random Access,"FIFO (First-In, First-Out)",option2,"Verified evaluation concept for Stacks - LIFO confirming 'LIFO (Last-In, First-Out)' as correct.",Stacks,1
DSA_199,2,Advanced,[Advanced Q-199] What is the average search time complexity in a perfectly balanced Binary Search Tree (BST)?,O(n),O(log n),O(1),O(n log n),option2,Verified evaluation concept for Trees - BST Search confirming 'O(log n)' as correct.,Trees,1
DSA_200,2,Advanced,[Advanced Q-200] Which data structure is fundamentally utilized to implement Breadth-First Search (BFS)?,Stack,Min-Heap,Priority Queue,Queue,option4,Verified evaluation concept for Graphs - BFS Structure confirming 'Queue' as correct.,Graphs,1
