student_id,subject_id,assessment_score,quiz_score,quiz_percentage,time_taken,current_level,next_level
1294,2,10,4,40,592,Beginner,Beginner
1295,3,1,3,30,445,Beginner,Beginner
1296,2,1,10,100,267,Intermediate,Intermediate
1297,1,3,9,90,165,Intermediate,Advanced
1298,3,3,2,20,301,Advanced,Intermediate
1299,4,1,4,40,418,Intermediate,Beginner
1300,4,7,8,80,206,Beginner,Intermediate
1301,5,4,6,60,313,Beginner,Beginner
1302,2,10,7,70,410,Advanced,Advanced
1303,3,2,7,70,222,Beginner,Beginner
1304,5,10,2,20,410,Intermediate,Beginner
1305,3,5,4,40,476,Beginner,Beginner
1306,2,6,10,100,120,Beginner,Intermediate
1307,4,9,10,100,224,Beginner,Intermediate
1308,1,4,6,60,241,Beginner,Beginner
1309,4,2,3,30,519,Intermediate,Beginner
1310,5,5,9,90,253,Beginner,Intermediate
1311,1,3,4,40,364,Advanced,Intermediate
1312,5,2,10,100,140,Intermediate,Advanced
1313,2,1,2,20,548,Intermediate,Beginner
1314,1,10,6,60,223,Intermediate,Intermediate
1315,5,2,1,10,430,Intermediate,Beginner
1316,2,6,6,60,332,Beginner,Beginner
1317,4,8,10,100,149,Advanced,Advanced
1318,2,3,1,10,586,Intermediate,Beginner
1319,3,9,8,80,139,Beginner,Intermediate
1320,2,9,5,50,434,Intermediate,Intermediate
1321,2,2,6,60,273,Intermediate,Intermediate
1322,3,8,2,20,550,Beginner,Beginner
1323,5,10,2,20,570,Advanced,Intermediate
1324,5,5,9,90,270,Beginner,Intermediate
1325,2,4,3,30,479,Intermediate,Beginner
1326,3,10,6,60,413,Advanced,Advanced
1327,3,5,10,100,176,Beginner,Intermediate
1328,4,4,5,50,298,Beginner,Beginner
1329,5,8,4,40,479,Beginner,Beginner
1330,1,4,10,100,133,Beginner,Intermediate
1331,5,10,2,20,545,Beginner,Beginner
1332,5,6,8,80,133,Advanced,Advanced
1333,4,2,10,100,218,Advanced,Advanced
1334,1,5,7,70,252,Intermediate,Intermediate
1335,4,6,2,20,556,Beginner,Beginner
1336,1,5,6,60,253,Advanced,Advanced
1337,2,2,8,80,138,Intermediate,Intermediate
1338,1,7,7,70,371,Beginner,Intermediate
1339,4,4,1,10,559,Intermediate,Beginner
1340,5,8,5,50,383,Beginner,Beginner
1341,1,7,2,20,376,Advanced,Intermediate
1342,1,7,6,60,277,Intermediate,Intermediate
1343,3,9,7,70,379,Intermediate,Intermediate
1344,5,1,7,70,356,Intermediate,Intermediate
1345,2,10,3,30,507,Intermediate,Beginner
1346,4,6,7,70,286,Beginner,Beginner
1347,2,6,5,50,335,Intermediate,Intermediate
1348,5,6,8,80,267,Advanced,Advanced
1349,1,6,8,80,239,Beginner,Intermediate
1350,1,10,7,70,409,Advanced,Advanced
1351,5,7,6,60,405,Intermediate,Intermediate
1352,1,10,2,20,577,Beginner,Beginner
1353,1,6,6,60,331,Intermediate,Intermediate
1354,1,1,9,90,194,Advanced,Advanced
1355,4,3,2,20,533,Intermediate,Beginner
1356,4,2,1,10,475,Intermediate,Beginner
1357,3,6,5,50,355,Intermediate,Intermediate
1358,2,8,6,60,420,Intermediate,Intermediate
1359,5,3,3,30,442,Beginner,Beginner
1360,5,10,8,80,151,Beginner,Intermediate
1361,5,8,7,70,400,Beginner,Intermediate
1362,3,8,2,20,366,Beginner,Beginner
1363,4,5,7,70,223,Beginner,Beginner
1364,3,8,1,10,585,Intermediate,Beginner
1365,5,6,9,90,132,Intermediate,Advanced
1366,2,5,7,70,240,Beginner,Beginner
1367,1,9,6,60,260,Beginner,Beginner
1368,4,7,2,20,420,Beginner,Beginner
1369,4,8,3,30,574,Beginner,Beginner
1370,3,1,1,10,530,Beginner,Beginner
1371,4,2,10,100,167,Intermediate,Advanced
1372,5,8,5,50,305,Beginner,Beginner
1373,5,9,9,90,182,Intermediate,Advanced
1374,3,4,6,60,367,Intermediate,Intermediate
1375,5,10,5,50,411,Beginner,Beginner
1376,2,10,3,30,592,Beginner,Beginner
1377,3,9,5,50,250,Beginner,Beginner
1378,2,4,8,80,193,Beginner,Intermediate
1379,1,10,2,20,445,Beginner,Beginner
1380,2,10,5,50,326,Advanced,Advanced
1381,1,10,6,60,322,Beginner,Beginner
1382,1,9,10,100,229,Advanced,Advanced
1383,2,7,8,80,139,Beginner,Intermediate
1384,3,2,8,80,258,Advanced,Advanced
1385,5,9,5,50,305,Intermediate,Intermediate
1386,5,4,9,90,163,Beginner,Intermediate
1387,1,8,4,40,381,Beginner,Beginner
1388,1,7,9,90,183,Intermediate,Advanced
1389,3,7,7,70,341,Advanced,Advanced
1390,4,8,6,60,381,Beginner,Beginner
1391,2,1,4,40,354,Beginner,Beginner
1392,1,5,2,20,373,Beginner,Beginner
1393,5,2,8,80,236,Beginner,Intermediate
1394,3,2,6,60,348,Advanced,Advanced
1395,2,1,3,30,555,Intermediate,Beginner
1396,3,5,7,70,385,Beginner,Beginner
1397,2,2,10,100,256,Beginner,Intermediate
1398,2,4,7,70,314,Beginner,Beginner
1399,1,3,6,60,418,Advanced,Advanced
1400,3,3,2,20,411,Advanced,Intermediate
1401,3,2,8,80,171,Beginner,Intermediate
1402,5,6,1,10,445,Intermediate,Beginner
1403,5,2,1,10,332,Advanced,Intermediate
1404,1,8,6,60,223,Beginner,Beginner
1405,1,8,5,50,306,Beginner,Beginner
1406,4,5,9,90,194,Beginner,Intermediate
1407,5,10,7,70,399,Beginner,Intermediate
1408,2,7,2,20,564,Beginner,Beginner
1409,3,4,7,70,283,Advanced,Advanced
1410,1,1,3,30,329,Intermediate,Beginner
1411,3,2,1,10,531,Beginner,Beginner
1412,3,10,8,80,252,Beginner,Intermediate
1413,4,10,3,30,375,Intermediate,Beginner
1414,5,4,8,80,248,Beginner,Intermediate
1415,1,1,7,70,234,Beginner,Beginner
1416,3,8,2,20,388,Beginner,Beginner
1417,1,9,1,10,469,Intermediate,Beginner
1418,2,4,7,70,347,Beginner,Beginner
1419,4,10,1,10,473,Beginner,Beginner
1420,2,3,6,60,400,Intermediate,Intermediate
1421,1,2,10,100,145,Beginner,Intermediate
1422,1,5,10,100,180,Advanced,Advanced
1423,5,3,8,80,242,Intermediate,Intermediate
1424,3,10,7,70,286,Beginner,Intermediate
1425,3,7,4,40,325,Beginner,Beginner
1426,2,6,1,10,382,Intermediate,Beginner
1427,4,1,1,10,359,Beginner,Beginner
1428,3,8,4,40,338,Advanced,Intermediate
1429,5,2,5,50,342,Intermediate,Intermediate
1430,2,5,7,70,255,Intermediate,Intermediate
1431,2,9,4,40,576,Advanced,Intermediate
1432,5,8,10,100,237,Beginner,Intermediate
1433,4,2,1,10,581,Intermediate,Beginner
1434,5,9,10,100,155,Intermediate,Advanced
1435,4,5,7,70,371,Advanced,Advanced
1436,5,10,2,20,532,Intermediate,Beginner
1437,5,6,2,20,445,Intermediate,Beginner
1438,1,3,8,80,134,Beginner,Intermediate
1439,2,3,10,100,198,Intermediate,Advanced
1440,5,10,10,100,253,Beginner,Intermediate
1441,5,8,10,100,278,Intermediate,Intermediate
1442,3,10,5,50,247,Beginner,Beginner
1443,2,10,10,100,255,Beginner,Intermediate
1444,3,2,2,20,540,Advanced,Intermediate
1445,2,2,5,50,307,Beginner,Beginner
1446,3,5,8,80,150,Beginner,Intermediate
1447,5,6,6,60,266,Beginner,Beginner
1448,5,2,3,30,333,Beginner,Beginner
1449,1,5,8,80,121,Intermediate,Intermediate
1450,3,7,9,90,225,Beginner,Intermediate
1451,4,10,5,50,414,Beginner,Beginner
1452,1,10,2,20,393,Beginner,Beginner
1453,3,8,2,20,434,Beginner,Beginner
1454,3,7,7,70,423,Beginner,Intermediate
1455,1,8,1,10,549,Intermediate,Beginner
1456,5,9,10,100,266,Beginner,Intermediate
1457,3,5,2,20,553,Beginner,Beginner
1458,5,5,10,100,262,Advanced,Advanced
1459,1,10,4,40,475,Advanced,Intermediate
1460,5,4,1,10,424,Beginner,Beginner
1461,2,9,4,40,550,Beginner,Beginner
1462,4,5,10,100,261,Intermediate,Intermediate
1463,3,2,5,50,350,Intermediate,Intermediate
1464,4,10,9,90,169,Advanced,Advanced
1465,5,8,1,10,392,Beginner,Beginner
1466,3,7,5,50,343,Intermediate,Intermediate
1467,5,8,2,20,519,Advanced,Intermediate
1468,2,3,9,90,197,Intermediate,Advanced
1469,1,4,6,60,297,Beginner,Beginner
1470,3,5,2,20,319,Beginner,Beginner
1471,2,6,3,30,504,Beginner,Beginner
1472,2,1,8,80,210,Beginner,Intermediate
1473,3,4,1,10,472,Advanced,Intermediate
1474,5,10,3,30,488,Beginner,Beginner
1475,2,5,10,100,175,Beginner,Intermediate
1476,4,7,1,10,301,Advanced,Intermediate
1477,2,5,8,80,224,Intermediate,Intermediate
1478,5,1,1,10,467,Beginner,Beginner
1479,5,7,5,50,331,Beginner,Beginner
1480,4,8,4,40,323,Beginner,Beginner
1481,2,7,7,70,376,Beginner,Intermediate
1482,5,4,5,50,414,Advanced,Advanced
1483,3,8,8,80,228,Beginner,Intermediate
1484,1,5,1,10,367,Intermediate,Beginner
1485,1,10,5,50,333,Beginner,Beginner
1486,1,9,4,40,493,Advanced,Intermediate
1487,2,10,3,30,383,Intermediate,Beginner
1488,4,5,5,50,401,Advanced,Advanced
1489,5,1,10,100,168,Beginner,Intermediate
1490,3,9,3,30,331,Advanced,Intermediate
1491,3,5,8,80,180,Advanced,Advanced
1492,2,6,3,30,469,Intermediate,Beginner
1493,1,4,1,10,428,Beginner,Beginner
1494,2,6,9,90,221,Beginner,Intermediate
1495,4,8,9,90,154,Beginner,Intermediate
1496,4,3,6,60,270,Beginner,Beginner
1497,5,5,10,100,164,Intermediate,Advanced
1498,5,2,1,10,376,Intermediate,Beginner
1499,4,2,8,80,232,Intermediate,Intermediate
1500,4,7,2,20,313,Beginner,Beginner
1501,4,10,9,90,212,Beginner,Intermediate
1502,2,10,8,80,250,Beginner,Intermediate
1503,4,10,3,30,537,Intermediate,Beginner
1504,3,6,5,50,243,Intermediate,Intermediate
1505,1,4,9,90,184,Beginner,Intermediate
1506,4,5,1,10,437,Intermediate,Beginner
1507,1,1,9,90,132,Intermediate,Advanced
1508,2,7,4,40,527,Advanced,Intermediate
1509,1,8,4,40,500,Beginner,Beginner
1510,2,9,4,40,441,Intermediate,Beginner
1511,3,8,10,100,219,Beginner,Intermediate
1512,2,5,9,90,257,Beginner,Intermediate
1513,2,3,6,60,387,Intermediate,Intermediate
1514,5,10,8,80,270,Intermediate,Intermediate
1515,4,9,4,40,398,Beginner,Beginner
1516,4,6,3,30,365,Beginner,Beginner
1517,3,5,1,10,346,Intermediate,Beginner
1518,3,3,10,100,200,Beginner,Intermediate
1519,4,6,7,70,345,Intermediate,Intermediate
1520,5,3,4,40,530,Advanced,Intermediate
1521,4,10,8,80,171,Intermediate,Intermediate
1522,5,6,3,30,445,Intermediate,Beginner
1523,3,4,1,10,506,Intermediate,Beginner
1524,1,2,5,50,365,Advanced,Advanced
1525,3,8,2,20,451,Intermediate,Beginner
1526,3,4,3,30,578,Beginner,Beginner
1527,2,9,6,60,359,Beginner,Beginner
1528,2,7,3,30,450,Advanced,Intermediate
1529,2,2,3,30,320,Beginner,Beginner
1530,2,4,6,60,283,Intermediate,Intermediate
1531,5,5,5,50,437,Advanced,Advanced
1532,4,3,10,100,191,Intermediate,Advanced
1533,1,9,9,90,249,Beginner,Intermediate
1534,3,5,1,10,368,Beginner,Beginner
1535,5,2,3,30,524,Beginner,Beginner
1536,1,3,3,30,545,Beginner,Beginner
1537,5,9,6,60,287,Advanced,Advanced
1538,5,7,8,80,266,Intermediate,Intermediate
1539,3,2,3,30,406,Intermediate,Beginner
1540,4,9,3,30,408,Intermediate,Beginner
1541,2,4,6,60,291,Beginner,Beginner
1542,4,9,8,80,222,Beginner,Intermediate
1543,3,2,6,60,360,Beginner,Beginner
1544,3,10,10,100,184,Intermediate,Advanced
1545,3,4,3,30,433,Intermediate,Beginner
1546,1,5,4,40,498,Intermediate,Beginner
1547,4,2,1,10,454,Intermediate,Beginner
1548,4,10,8,80,198,Advanced,Advanced
1549,5,1,4,40,549,Beginner,Beginner
1550,5,7,6,60,340,Intermediate,Intermediate
1551,5,10,3,30,386,Beginner,Beginner
1552,3,1,6,60,267,Intermediate,Intermediate
1553,4,8,9,90,207,Beginner,Intermediate
1554,3,3,9,90,187,Intermediate,Advanced
1555,1,10,10,100,220,Beginner,Intermediate
1556,5,6,3,30,316,Beginner,Beginner
1557,3,7,3,30,522,Advanced,Intermediate
1558,3,10,4,40,593,Beginner,Beginner
1559,1,1,7,70,357,Beginner,Beginner
1560,2,6,3,30,518,Intermediate,Beginner
1561,4,7,10,100,253,Intermediate,Intermediate
1562,2,6,8,80,253,Intermediate,Intermediate
1563,5,4,8,80,171,Intermediate,Intermediate
1564,3,1,6,60,234,Beginner,Beginner
1565,1,9,4,40,411,Beginner,Beginner
1566,1,4,5,50,403,Advanced,Advanced
1567,4,7,2,20,306,Beginner,Beginner
1568,2,7,6,60,270,Advanced,Advanced
1569,4,2,3,30,540,Beginner,Beginner
1570,3,1,6,60,411,Intermediate,Intermediate
1571,4,8,5,50,328,Advanced,Advanced
1572,1,8,2,20,485,Intermediate,Beginner
1573,1,7,5,50,250,Intermediate,Intermediate
1574,5,8,5,50,413,Intermediate,Intermediate
1575,5,3,9,90,211,Intermediate,Advanced
1576,3,2,8,80,225,Intermediate,Intermediate
1577,2,7,7,70,232,Beginner,Intermediate
1578,4,8,3,30,445,Intermediate,Beginner
1579,3,1,10,100,238,Beginner,Intermediate
1580,5,10,4,40,502,Beginner,Beginner
1581,4,9,6,60,360,Intermediate,Intermediate
1582,5,4,3,30,414,Beginner,Beginner
1583,4,4,9,90,271,Advanced,Advanced
1584,2,3,8,80,176,Advanced,Advanced
1585,3,6,6,60,345,Advanced,Advanced
1586,4,1,4,40,456,Intermediate,Beginner
1587,1,6,7,70,403,Intermediate,Intermediate
1588,1,2,3,30,432,Beginner,Beginner
1589,4,9,10,100,138,Intermediate,Advanced
1590,4,2,8,80,196,Beginner,Intermediate
1591,4,7,1,10,343,Beginner,Beginner
1592,1,1,3,30,505,Intermediate,Beginner
1593,1,7,5,50,257,Beginner,Beginner
1594,4,5,5,50,281,Beginner,Beginner
1595,5,8,10,100,141,Intermediate,Advanced
1596,5,4,2,20,372,Beginner,Beginner
1597,2,10,10,100,273,Beginner,Intermediate
1598,3,7,8,80,244,Beginner,Intermediate
1599,5,6,5,50,224,Intermediate,Intermediate
1600,1,5,7,70,440,Intermediate,Intermediate
1601,5,4,7,70,273,Intermediate,Intermediate
1602,2,7,5,50,305,Beginner,Beginner
1603,2,5,8,80,122,Intermediate,Intermediate
1604,3,5,9,90,157,Intermediate,Advanced
1605,5,1,4,40,441,Beginner,Beginner
1606,1,2,4,40,534,Intermediate,Beginner
1607,1,5,8,80,192,Intermediate,Intermediate
1608,4,3,1,10,593,Intermediate,Beginner
1609,1,2,4,40,471,Intermediate,Beginner
1610,3,4,6,60,344,Beginner,Beginner
1611,3,4,4,40,364,Intermediate,Beginner
1612,1,4,6,60,244,Intermediate,Intermediate
1613,1,4,5,50,235,Intermediate,Intermediate
1614,4,3,9,90,134,Intermediate,Advanced
1615,1,7,10,100,250,Advanced,Advanced
1616,4,9,9,90,156,Advanced,Advanced
1617,4,5,4,40,508,Intermediate,Beginner
1618,1,4,4,40,412,Intermediate,Beginner
1619,2,2,8,80,120,Beginner,Intermediate
1620,2,2,10,100,190,Intermediate,Advanced
1621,4,5,4,40,517,Intermediate,Beginner
1622,1,7,2,20,574,Beginner,Beginner
1623,2,10,2,20,351,Beginner,Beginner
1624,1,10,1,10,457,Beginner,Beginner
1625,1,9,5,50,326,Beginner,Beginner
1626,1,7,6,60,274,Beginner,Beginner
1627,5,5,9,90,133,Beginner,Intermediate
1628,1,10,5,50,232,Intermediate,Intermediate
1629,5,10,6,60,303,Beginner,Beginner
1630,4,10,6,60,309,Beginner,Beginner
1631,2,6,3,30,326,Advanced,Intermediate
1632,2,3,4,40,388,Beginner,Beginner
1633,2,5,1,10,340,Advanced,Intermediate
1634,2,8,4,40,567,Intermediate,Beginner
1635,2,1,1,10,437,Beginner,Beginner
1636,2,1,5,50,225,Beginner,Beginner
1637,2,7,8,80,160,Beginner,Intermediate
1638,4,5,8,80,125,Beginner,Intermediate
1639,1,5,5,50,349,Beginner,Beginner
1640,3,1,10,100,134,Beginner,Intermediate
1641,5,9,2,20,571,Beginner,Beginner
1642,3,1,6,60,375,Intermediate,Intermediate
1643,3,5,1,10,384,Beginner,Beginner
1644,1,10,7,70,419,Advanced,Advanced
1645,1,9,4,40,309,Beginner,Beginner
1646,1,4,5,50,357,Advanced,Advanced
1647,2,8,6,60,357,Beginner,Beginner
1648,4,6,1,10,500,Intermediate,Beginner
1649,2,3,9,90,275,Beginner,Intermediate
1650,4,4,10,100,271,Intermediate,Intermediate
1651,4,2,4,40,574,Beginner,Beginner
1652,3,1,8,80,187,Intermediate,Intermediate
1653,3,8,5,50,403,Beginner,Beginner
1654,4,1,8,80,161,Intermediate,Intermediate
1655,4,1,1,10,450,Beginner,Beginner
1656,2,4,8,80,203,Intermediate,Intermediate
1657,2,10,4,40,433,Beginner,Beginner
1658,3,10,2,20,329,Beginner,Beginner
1659,1,6,6,60,228,Intermediate,Intermediate
1660,4,9,2,20,469,Advanced,Intermediate
1661,2,1,5,50,253,Intermediate,Intermediate
1662,3,7,2,20,467,Intermediate,Beginner
1663,2,10,3,30,444,Intermediate,Beginner
1664,4,5,6,60,376,Intermediate,Intermediate
1665,4,8,1,10,527,Beginner,Beginner
1666,5,7,6,60,269,Beginner,Beginner
1667,1,4,3,30,375,Advanced,Intermediate
1668,5,4,7,70,442,Intermediate,Intermediate
1669,3,6,2,20,476,Intermediate,Beginner
1670,2,6,6,60,420,Intermediate,Intermediate
1671,3,9,8,80,165,Beginner,Intermediate
1672,4,5,1,10,345,Beginner,Beginner
1673,5,8,9,90,245,Intermediate,Advanced
1674,5,5,5,50,236,Beginner,Beginner
1675,5,2,5,50,285,Beginner,Beginner
1676,3,6,5,50,323,Intermediate,Intermediate
1677,4,9,6,60,224,Advanced,Advanced
1678,2,3,2,20,422,Beginner,Beginner
1679,2,1,6,60,401,Intermediate,Intermediate
1680,3,1,4,40,424,Beginner,Beginner
1681,5,3,8,80,231,Beginner,Intermediate
1682,1,10,9,90,135,Advanced,Advanced
1683,3,5,9,90,200,Intermediate,Advanced
1684,3,3,8,80,210,Beginner,Intermediate
1685,4,9,3,30,514,Intermediate,Beginner
1686,2,8,10,100,215,Beginner,Intermediate
1687,3,3,4,40,534,Intermediate,Beginner
1688,3,9,1,10,381,Beginner,Beginner
1689,5,6,9,90,157,Advanced,Advanced
1690,5,7,5,50,273,Intermediate,Intermediate
1691,1,4,6,60,295,Beginner,Beginner
1692,4,4,3,30,314,Advanced,Intermediate
1693,1,2,10,100,235,Advanced,Advanced
1694,5,5,8,80,128,Beginner,Intermediate
1695,2,8,7,70,227,Advanced,Advanced
1696,5,7,1,10,409,Advanced,Intermediate
1697,4,7,10,100,266,Intermediate,Intermediate
1698,5,6,5,50,270,Advanced,Advanced
1699,4,3,10,100,150,Intermediate,Advanced
1700,4,5,9,90,221,Intermediate,Advanced
1701,4,1,6,60,222,Advanced,Advanced
1702,4,7,8,80,218,Intermediate,Intermediate
1703,4,9,10,100,202,Intermediate,Advanced
1704,2,1,1,10,584,Beginner,Beginner
1705,1,2,10,100,129,Advanced,Advanced
1706,3,3,7,70,359,Intermediate,Intermediate
1707,1,3,3,30,585,Intermediate,Beginner
1708,4,8,9,90,213,Intermediate,Advanced
1709,2,7,6,60,429,Beginner,Beginner
1710,5,6,5,50,435,Beginner,Beginner
1711,2,10,8,80,151,Intermediate,Intermediate
1712,4,10,8,80,166,Intermediate,Intermediate
1713,2,4,3,30,387,Advanced,Intermediate
1714,2,9,2,20,362,Intermediate,Beginner
1715,4,1,2,20,578,Advanced,Intermediate
1716,2,2,5,50,422,Beginner,Beginner
1717,3,4,10,100,193,Advanced,Advanced
1718,3,3,7,70,269,Beginner,Beginner
1719,2,1,8,80,243,Intermediate,Intermediate
1720,5,5,10,100,132,Intermediate,Advanced
1721,4,7,8,80,245,Beginner,Intermediate
1722,3,2,8,80,148,Beginner,Intermediate
1723,5,5,10,100,240,Beginner,Intermediate
1724,2,6,3,30,511,Intermediate,Beginner
1725,5,7,2,20,447,Beginner,Beginner
1726,1,1,4,40,377,Advanced,Intermediate
1727,3,7,1,10,313,Beginner,Beginner
1728,2,4,3,30,435,Advanced,Intermediate
1729,4,8,9,90,167,Beginner,Intermediate
1730,2,4,7,70,360,Beginner,Beginner
1731,4,6,7,70,243,Beginner,Beginner
1732,2,9,1,10,378,Advanced,Intermediate
1733,5,5,7,70,412,Intermediate,Intermediate
1734,5,4,10,100,170,Beginner,Intermediate
1735,5,8,7,70,222,Beginner,Intermediate
1736,1,9,4,40,517,Beginner,Beginner
1737,4,4,7,70,425,Intermediate,Intermediate
1738,5,3,8,80,177,Beginner,Intermediate
1739,1,8,3,30,419,Intermediate,Beginner
1740,4,5,10,100,199,Intermediate,Advanced
1741,2,2,2,20,341,Advanced,Intermediate
1742,1,10,7,70,240,Intermediate,Intermediate
1743,3,9,5,50,229,Beginner,Beginner
1744,1,3,5,50,276,Advanced,Advanced
1745,1,2,5,50,372,Beginner,Beginner
1746,4,1,7,70,275,Intermediate,Intermediate
1747,2,8,9,90,157,Advanced,Advanced
1748,3,3,8,80,205,Beginner,Intermediate
1749,5,7,6,60,332,Beginner,Beginner
1750,5,1,7,70,408,Beginner,Beginner
1751,1,1,9,90,231,Beginner,Intermediate
1752,4,9,6,60,394,Beginner,Beginner
1753,4,8,1,10,303,Beginner,Beginner
1754,5,3,4,40,521,Beginner,Beginner
1755,3,6,8,80,181,Advanced,Advanced
1756,2,3,7,70,447,Intermediate,Intermediate
1757,3,4,3,30,512,Intermediate,Beginner
1758,2,1,10,100,243,Intermediate,Advanced
1759,5,5,3,30,427,Advanced,Intermediate
1760,2,1,3,30,512,Advanced,Intermediate
1761,4,1,1,10,411,Advanced,Intermediate
1762,1,10,10,100,204,Advanced,Advanced
1763,1,7,1,10,303,Beginner,Beginner
1764,5,6,6,60,284,Intermediate,Intermediate
1765,4,2,1,10,419,Intermediate,Beginner
1766,3,2,5,50,349,Intermediate,Intermediate
1767,4,7,4,40,436,Intermediate,Beginner
1768,1,1,5,50,404,Beginner,Beginner
1769,1,2,7,70,264,Beginner,Beginner
1770,4,8,6,60,365,Advanced,Advanced
1771,4,6,9,90,231,Intermediate,Advanced
1772,1,2,6,60,395,Beginner,Beginner
1773,3,7,9,90,161,Beginner,Intermediate
1774,5,4,4,40,388,Intermediate,Beginner
1775,5,2,1,10,517,Intermediate,Beginner
1776,4,6,1,10,527,Intermediate,Beginner
1777,5,9,10,100,161,Beginner,Intermediate
1778,1,9,7,70,254,Beginner,Intermediate
1779,1,8,3,30,366,Beginner,Beginner
1780,4,3,2,20,550,Intermediate,Beginner
1781,4,3,6,60,260,Beginner,Beginner
1782,4,2,6,60,318,Beginner,Beginner
1783,3,5,7,70,269,Intermediate,Intermediate
1784,5,4,5,50,323,Advanced,Advanced
1785,4,7,8,80,205,Beginner,Intermediate
1786,2,4,7,70,419,Intermediate,Intermediate
1787,2,9,2,20,378,Advanced,Intermediate
1788,1,2,1,10,498,Advanced,Intermediate
1789,5,6,9,90,266,Advanced,Advanced
1790,4,7,5,50,325,Intermediate,Intermediate
1791,2,4,5,50,364,Beginner,Beginner
1792,5,6,10,100,241,Intermediate,Advanced
1793,1,7,4,40,376,Intermediate,Beginner
1794,3,4,2,20,411,Intermediate,Beginner
1795,5,8,5,50,312,Intermediate,Intermediate
1796,5,9,2,20,469,Intermediate,Beginner
1797,3,1,7,70,225,Advanced,Advanced
1798,5,7,9,90,217,Beginner,Intermediate
1799,1,9,9,90,192,Beginner,Intermediate
1800,1,10,6,60,449,Intermediate,Intermediate
1801,3,5,1,10,467,Beginner,Beginner
1802,4,2,6,60,260,Intermediate,Intermediate
1803,2,10,5,50,228,Beginner,Beginner
1804,4,6,4,40,307,Intermediate,Beginner
1805,5,7,6,60,391,Intermediate,Intermediate
1806,2,2,6,60,405,Beginner,Beginner
1807,3,2,6,60,323,Beginner,Beginner
1808,3,10,2,20,494,Beginner,Beginner
1809,2,10,7,70,232,Beginner,Intermediate
1810,1,1,4,40,318,Intermediate,Beginner
1811,2,4,9,90,217,Intermediate,Advanced
1812,5,7,10,100,215,Beginner,Intermediate
1813,1,9,2,20,348,Intermediate,Beginner
1814,3,3,5,50,427,Beginner,Beginner
1815,2,7,4,40,457,Advanced,Intermediate
1816,4,7,9,90,185,Beginner,Intermediate
1817,4,7,4,40,358,Advanced,Intermediate
1818,5,2,8,80,172,Intermediate,Intermediate
1819,4,6,8,80,171,Intermediate,Intermediate
1820,2,2,6,60,300,Intermediate,Intermediate
1821,2,6,6,60,378,Advanced,Advanced
1822,4,10,8,80,134,Advanced,Advanced
1823,2,3,10,100,240,Intermediate,Advanced
1824,5,2,9,90,267,Beginner,Intermediate
1825,1,6,5,50,224,Advanced,Advanced
1826,5,2,1,10,434,Beginner,Beginner
1827,5,5,1,10,573,Advanced,Intermediate
1828,2,2,2,20,355,Intermediate,Beginner
1829,1,3,10,100,194,Advanced,Advanced
1830,2,3,10,100,215,Advanced,Advanced
1831,3,6,5,50,333,Beginner,Beginner
1832,2,6,4,40,327,Intermediate,Beginner
1833,2,10,1,10,301,Beginner,Beginner
1834,2,3,4,40,511,Beginner,Beginner
1835,1,3,4,40,367,Intermediate,Beginner
1836,2,1,10,100,247,Beginner,Intermediate
1837,1,7,4,40,323,Intermediate,Beginner
1838,4,8,1,10,552,Advanced,Intermediate
1839,3,2,9,90,231,Intermediate,Advanced
1840,1,4,3,30,529,Beginner,Beginner
1841,4,10,4,40,475,Advanced,Intermediate
1842,1,7,5,50,392,Advanced,Advanced
1843,1,8,7,70,338,Intermediate,Intermediate
1844,3,1,6,60,440,Intermediate,Intermediate
1845,5,4,5,50,405,Advanced,Advanced
1846,5,6,8,80,155,Beginner,Intermediate
1847,1,3,1,10,301,Advanced,Intermediate
1848,2,5,7,70,346,Advanced,Advanced
1849,4,10,6,60,324,Advanced,Advanced
1850,2,9,5,50,237,Beginner,Beginner
1851,2,3,7,70,396,Advanced,Advanced
1852,1,5,3,30,563,Intermediate,Beginner
1853,1,8,1,10,485,Intermediate,Beginner
1854,1,6,9,90,134,Advanced,Advanced
1855,1,4,2,20,578,Beginner,Beginner
1856,5,8,10,100,212,Beginner,Intermediate
1857,1,3,3,30,363,Advanced,Intermediate
1858,5,3,8,80,153,Advanced,Advanced
1859,5,4,10,100,137,Advanced,Advanced
1860,1,9,9,90,183,Beginner,Intermediate
1861,3,5,3,30,550,Intermediate,Beginner
1862,4,8,6,60,391,Beginner,Beginner
1863,2,6,7,70,236,Advanced,Advanced
1864,5,3,1,10,440,Beginner,Beginner
1865,4,8,7,70,271,Intermediate,Intermediate
1866,3,9,4,40,544,Intermediate,Beginner
1867,2,8,5,50,413,Advanced,Advanced
1868,2,4,8,80,153,Intermediate,Intermediate
1869,5,6,4,40,386,Intermediate,Beginner
1870,1,1,4,40,498,Beginner,Beginner
1871,3,4,8,80,221,Intermediate,Intermediate
1872,5,8,5,50,411,Intermediate,Intermediate
1873,3,1,6,60,380,Beginner,Beginner
1874,1,3,5,50,359,Intermediate,Intermediate
1875,1,1,1,10,375,Advanced,Intermediate
1876,5,9,7,70,238,Beginner,Intermediate
1877,1,2,6,60,356,Beginner,Beginner
1878,4,9,2,20,349,Intermediate,Beginner
1879,2,4,7,70,258,Advanced,Advanced
1880,5,2,6,60,388,Beginner,Beginner
